OrderID,Date,Store,Product,Category,Units,UnitPrice,Revenue,Channel
SO-200337,2025-01-01,JP Nagar,Running Shoes,Footwear,4,2999,11996,Online
SO-200338,2024-05-12,JP Nagar,T-Shirt,Apparel,2,799,1598,Offline
SO-200339,2024-03-13,Indiranagar,Jeans,Apparel,3,1999,5997,Online
SO-200340,2025-05-07,Indiranagar,T-Shirt,Apparel,2,799,1598,Online
SO-200341,2024-03-16,Koramangala,Jacket,Apparel,1,3499,3499,Offline
SO-200342,2025-04-05,Indiranagar,Cap,Accessories,2,499,998,Offline
SO-200343,2025-02-02,HSR Layout,T-Shirt,Apparel,2,799,1598,Online
SO-200344,2024-08-20,HSR Layout,Cap,Accessories,1,499,499,Offline
SO-200345,2024-10-08,Indiranagar,T-Shirt,Apparel,3,799,2397,Offline
SO-200346,2024-04-24,Indiranagar,Running Shoes,Footwear,3,2999,8997,Online
SO-200347,2024-03-14,JP Nagar,Jeans,Apparel,1,1999,1999,Offline
SO-200348,2024-09-13,Whitefield,Jeans,Apparel,2,1999,3998,Offline
SO-200349,2025-08-13,Koramangala,Backpack,Accessories,3,1499,4497,Offline
SO-200350,2024-12-05,JP Nagar,Jeans,Apparel,3,1999,5997,Offline
SO-200351,2025-07-04,Indiranagar,Jeans,Apparel,1,1999,1999,Offline
SO-200352,2025-09-22,HSR Layout,Backpack,Accessories,3,1499,4497,Offline
SO-200353,2024-03-02,Koramangala,T-Shirt,Apparel,2,799,1598,Online
SO-200354,2025-04-09,Whitefield,Jacket,Apparel,1,3499,3499,Online
SO-200355,2024-02-24,JP Nagar,T-Shirt,Apparel,3,799,2397,Offline
SO-200356,2024-03-28,JP Nagar,Running Shoes,Footwear,4,2999,11996,Online
SO-200357,2025-02-12,Koramangala,Jacket,Apparel,3,3499,10497,Online
SO-200358,2024-09-06,Indiranagar,Running Shoes,Footwear,3,2999,8997,Offline
SO-200359,2024-10-22,Whitefield,T-Shirt,Apparel,3,799,2397,Offline
SO-200360,2024-05-24,Koramangala,Jacket,Apparel,3,3499,10497,Offline
SO-200361,2025-09-16,JP Nagar,Jeans,Apparel,4,1999,7996,Offline
SO-200362,2024-11-21,JP Nagar,Running Shoes,Footwear,3,2999,8997,Online
SO-200363,2024-11-27,Koramangala,Watch,Accessories,5,5999,29995,Offline
SO-200364,2024-11-13,JP Nagar,Watch,Accessories,5,5999,29995,Online
SO-200365,2025-07-13,Whitefield,Running Shoes,Footwear,3,2999,8997,Online
SO-200366,2025-07-05,Indiranagar,Sneakers,Footwear,2,3999,7998,Online
SO-200367,2025-04-23,JP Nagar,Running Shoes,Footwear,3,2999,8997,Online
SO-200368,2025-04-11,JP Nagar,Jeans,Apparel,2,1999,3998,Online
SO-200369,2025-06-02,Koramangala,Cap,Accessories,2,499,998,Online
SO-200370,2024-11-09,Indiranagar,T-Shirt,Apparel,5,799,3995,Online
SO-200371,2024-05-02,Indiranagar,Jacket,Apparel,4,3499,13996,Offline
SO-200372,2025-08-09,Indiranagar,Jacket,Apparel,4,3499,13996,Offline
SO-200373,2025-01-04,JP Nagar,T-Shirt,Apparel,1,799,799,Offline
SO-200374,2025-03-27,Koramangala,Jacket,Apparel,3,3499,10497,Online
SO-200375,2024-03-03,HSR Layout,Jeans,Apparel,1,1999,1999,Offline
SO-200376,2025-04-14,Indiranagar,Backpack,Accessories,4,1499,5996,Online
SO-200377,2025-01-09,HSR Layout,T-Shirt,Apparel,2,799,1598,Online
SO-200378,2024-04-24,Koramangala,Running Shoes,Footwear,4,2999,11996,Online
SO-200379,2024-04-23,Indiranagar,Jeans,Apparel,4,1999,7996,Offline
SO-200380,2024-04-12,HSR Layout,Backpack,Accessories,1,1499,1499,Offline
SO-200381,2024-11-01,HSR Layout,Jeans,Apparel,2,1999,3998,Offline
SO-200382,2024-11-19,Koramangala,Jeans,Apparel,1,1999,1999,Offline
SO-200383,2024-03-13,HSR Layout,Sneakers,Footwear,4,3999,15996,Online
SO-200384,2024-02-20,JP Nagar,T-Shirt,Apparel,1,799,799,Offline
SO-200385,2024-08-21,HSR Layout,Jeans,Apparel,4,1999,7996,Online
SO-200386,2025-05-04,Indiranagar,Running Shoes,Footwear,3,2999,8997,Offline
SO-200387,2025-01-09,Koramangala,Sneakers,Footwear,3,3999,11997,Offline
SO-200388,2024-10-07,Koramangala,T-Shirt,Apparel,4,799,3196,Online
SO-200389,2025-03-22,Koramangala,Jacket,Apparel,4,3499,13996,Offline
SO-200390,2024-03-16,HSR Layout,Jacket,Apparel,3,3499,10497,Offline
SO-200391,2025-03-20,Whitefield,T-Shirt,Apparel,1,799,799,Online
SO-200392,2025-03-31,HSR Layout,T-Shirt,Apparel,4,799,3196,Online
SO-200393,2024-02-06,JP Nagar,Watch,Accessories,1,5999,5999,Offline
SO-200394,2024-04-23,Whitefield,Sneakers,Footwear,4,3999,15996,Offline
SO-200395,2024-08-29,Indiranagar,Running Shoes,Footwear,3,2999,8997,Online
SO-200396,2025-01-13,JP Nagar,T-Shirt,Apparel,3,799,2397,Offline
SO-200397,2025-07-29,JP Nagar,Sneakers,Footwear,4,3999,15996,Online
SO-200398,2025-02-12,JP Nagar,Jeans,Apparel,1,1999,1999,Online
SO-200399,2025-05-02,Koramangala,Running Shoes,Footwear,1,2999,2999,Offline
SO-200400,2024-02-13,Koramangala,Sneakers,Footwear,4,3999,15996,Offline
SO-200401,2025-08-14,Koramangala,Jacket,Apparel,4,3499,13996,Offline
SO-200402,2024-09-24,Koramangala,Running Shoes,Footwear,1,2999,2999,Online
SO-200403,2024-04-19,JP Nagar,T-Shirt,Apparel,4,799,3196,Online
SO-200404,2025-04-22,Koramangala,Sneakers,Footwear,1,3999,3999,Offline
SO-200405,2024-09-24,HSR Layout,Backpack,Accessories,2,1499,2998,Online
SO-200406,2024-05-01,Whitefield,Sneakers,Footwear,1,3999,3999,Offline
SO-200407,2025-09-26,HSR Layout,Running Shoes,Footwear,4,2999,11996,Offline
SO-200408,2025-01-12,Koramangala,T-Shirt,Apparel,3,799,2397,Offline
SO-200409,2025-08-30,Whitefield,Jeans,Apparel,3,1999,5997,Offline
SO-200410,2025-02-07,Whitefield,Backpack,Accessories,4,1499,5996,Offline
SO-200411,2025-08-23,Koramangala,Running Shoes,Footwear,2,2999,5998,Online
SO-200412,2025-05-22,JP Nagar,Sneakers,Footwear,4,3999,15996,Offline
SO-200413,2025-08-12,Indiranagar,Running Shoes,Footwear,2,2999,5998,Online
SO-200414,2024-02-02,Koramangala,Jeans,Apparel,2,1999,3998,Offline
SO-200415,2024-10-24,JP Nagar,Jeans,Apparel,4,1999,7996,Offline
SO-200416,2024-09-09,HSR Layout,Running Shoes,Footwear,1,2999,2999,Offline
SO-200417,2025-07-02,JP Nagar,T-Shirt,Apparel,1,799,799,Offline
SO-200418,2025-01-08,JP Nagar,Running Shoes,Footwear,1,2999,2999,Offline
SO-200419,2024-02-02,Whitefield,Jeans,Apparel,1,1999,1999,Online
SO-200420,2024-09-12,HSR Layout,T-Shirt,Apparel,1,799,799,Online
SO-200421,2024-05-20,Koramangala,Backpack,Accessories,4,1499,5996,Offline
SO-200422,2024-03-23,Whitefield,T-Shirt,Apparel,3,799,2397,Offline
SO-200423,2024-07-11,Indiranagar,T-Shirt,Apparel,2,799,1598,Offline
SO-200424,2025-05-18,HSR Layout,Backpack,Accessories,2,1499,2998,Online
SO-200425,2024-06-25,HSR Layout,T-Shirt,Apparel,4,799,3196,Offline
SO-200426,2024-09-08,Whitefield,Sneakers,Footwear,4,3999,15996,Offline
SO-200427,2025-07-21,HSR Layout,Jeans,Apparel,1,1999,1999,Online
SO-200428,2025-09-18,Koramangala,Sneakers,Footwear,3,3999,11997,Offline
SO-200429,2025-04-18,Whitefield,Watch,Accessories,2,5999,11998,Online
SO-200430,2025-07-25,Koramangala,Running Shoes,Footwear,4,2999,11996,Offline
SO-200431,2024-10-12,Koramangala,Cap,Accessories,5,499,2495,Offline
SO-200432,2025-01-11,JP Nagar,T-Shirt,Apparel,4,799,3196,Offline
SO-200433,2024-02-03,Whitefield,Running Shoes,Footwear,3,2999,8997,Online
SO-200434,2024-04-03,Whitefield,Sneakers,Footwear,3,3999,11997,Offline
SO-200435,2024-12-08,Koramangala,T-Shirt,Apparel,4,799,3196,Offline
SO-200436,2024-05-26,HSR Layout,Running Shoes,Footwear,4,2999,11996,Offline
SO-200437,2024-11-10,JP Nagar,Backpack,Accessories,4,1499,5996,Offline
SO-200438,2025-06-21,Whitefield,Running Shoes,Footwear,2,2999,5998,Online
SO-200439,2025-05-31,JP Nagar,Jeans,Apparel,4,1999,7996,Offline
SO-200440,2024-10-16,JP Nagar,T-Shirt,Apparel,4,799,3196,Offline
SO-200441,2025-08-26,HSR Layout,Running Shoes,Footwear,1,2999,2999,Online
SO-200442,2025-04-25,HSR Layout,T-Shirt,Apparel,1,799,799,Offline
SO-200443,2024-07-03,Koramangala,T-Shirt,Apparel,3,799,2397,Online
SO-200444,2024-03-08,JP Nagar,Cap,Accessories,3,499,1497,Online
SO-200445,2025-07-21,Koramangala,Backpack,Accessories,2,1499,2998,Offline
SO-200446,2024-02-19,HSR Layout,Jeans,Apparel,3,1999,5997,Online
SO-200447,2025-07-15,Koramangala,Jacket,Apparel,3,3499,10497,Offline
SO-200448,2024-11-22,Indiranagar,Backpack,Accessories,3,1499,4497,Online
SO-200449,2024-08-04,JP Nagar,Running Shoes,Footwear,2,2999,5998,Online
SO-200450,2024-05-30,Koramangala,Sneakers,Footwear,2,3999,7998,Offline
SO-200451,2025-04-25,Indiranagar,Jeans,Apparel,1,1999,1999,Offline
SO-200452,2024-11-05,HSR Layout,Watch,Accessories,3,5999,17997,Offline
SO-200453,2025-06-01,HSR Layout,Backpack,Accessories,3,1499,4497,Offline
SO-200454,2024-02-14,HSR Layout,Jeans,Apparel,3,1999,5997,Online
SO-200455,2025-05-29,Indiranagar,Cap,Accessories,1,499,499,Online
SO-200456,2024-02-24,Indiranagar,Running Shoes,Footwear,4,2999,11996,Offline
SO-200457,2025-08-07,JP Nagar,Backpack,Accessories,1,1499,1499,Offline
SO-200458,2024-10-28,Koramangala,T-Shirt,Apparel,4,799,3196,Offline
SO-200459,2024-05-01,Koramangala,Jeans,Apparel,3,1999,5997,Online
SO-200460,2025-08-05,Whitefield,Cap,Accessories,1,499,499,Online
SO-200461,2024-06-13,JP Nagar,Jeans,Apparel,4,1999,7996,Online
SO-200462,2024-01-04,JP Nagar,Cap,Accessories,3,499,1497,Offline
SO-200463,2024-04-28,JP Nagar,T-Shirt,Apparel,3,799,2397,Offline
SO-200464,2024-07-21,Koramangala,Running Shoes,Footwear,3,2999,8997,Online
SO-200465,2024-12-05,HSR Layout,T-Shirt,Apparel,4,799,3196,Offline
SO-200466,2025-01-28,Indiranagar,Jacket,Apparel,4,3499,13996,Offline
SO-200467,2025-06-08,Whitefield,T-Shirt,Apparel,3,799,2397,Online
SO-200468,2024-12-14,Koramangala,Sneakers,Footwear,2,3999,7998,Offline
SO-200469,2025-03-24,JP Nagar,Jacket,Apparel,2,3499,6998,Offline
SO-200470,2025-01-04,JP Nagar,T-Shirt,Apparel,2,799,1598,Offline
SO-200471,2025-09-12,Indiranagar,Jeans,Apparel,1,1999,1999,Offline
SO-200472,2024-08-06,Koramangala,Running Shoes,Footwear,4,2999,11996,Online
SO-200473,2024-01-08,JP Nagar,Jacket,Apparel,3,3499,10497,Offline
SO-200474,2025-07-13,Whitefield,Running Shoes,Footwear,4,2999,11996,Offline
SO-200475,2024-01-06,Koramangala,Running Shoes,Footwear,2,2999,5998,Offline
SO-200476,2024-08-28,Koramangala,Sneakers,Footwear,2,3999,7998,Online
SO-200477,2024-12-28,JP Nagar,Jeans,Apparel,3,1999,5997,Offline
SO-200478,2025-06-22,Koramangala,Sneakers,Footwear,4,3999,15996,Offline
SO-200479,2024-12-31,Whitefield,Jeans,Apparel,6,1999,11994,Offline
SO-200480,2024-06-20,Whitefield,Jeans,Apparel,3,1999,5997,Offline
SO-200481,2024-07-23,Whitefield,Sneakers,Footwear,3,3999,11997,Online
SO-200482,2024-01-19,Indiranagar,Backpack,Accessories,2,1499,2998,Offline
SO-200483,2024-07-25,Indiranagar,Running Shoes,Footwear,4,2999,11996,Online
SO-200484,2025-09-15,Koramangala,Sneakers,Footwear,4,3999,15996,Online
SO-200485,2025-03-23,JP Nagar,Backpack,Accessories,1,1499,1499,Offline
SO-200486,2025-06-14,Whitefield,Sneakers,Footwear,3,3999,11997,Online
SO-200487,2024-03-31,JP Nagar,Cap,Accessories,1,499,499,Offline
SO-200488,2025-02-01,Whitefield,Jeans,Apparel,4,1999,7996,Offline
SO-200489,2025-06-08,Indiranagar,T-Shirt,Apparel,4,799,3196,Offline
SO-200490,2025-01-31,HSR Layout,T-Shirt,Apparel,4,799,3196,Online
SO-200491,2024-10-02,Koramangala,Cap,Accessories,5,499,2495,Offline
SO-200492,2025-06-24,JP Nagar,Jacket,Apparel,3,3499,10497,Online
SO-200493,2025-08-26,JP Nagar,Cap,Accessories,4,499,1996,Online
SO-200494,2024-08-03,Indiranagar,T-Shirt,Apparel,1,799,799,Offline
SO-200495,2024-07-21,Koramangala,Jeans,Apparel,2,1999,3998,Online
SO-200496,2025-08-02,Indiranagar,Watch,Accessories,1,5999,5999,Offline
SO-200497,2024-08-14,Koramangala,Jeans,Apparel,2,1999,3998,Offline
SO-200498,2025-01-01,Whitefield,Running Shoes,Footwear,4,2999,11996,Online
SO-200499,2024-12-09,Koramangala,Sneakers,Footwear,3,3999,11997,Online
SO-200500,2025-07-20,Koramangala,Watch,Accessories,1,5999,5999,Online
SO-200501,2024-11-20,Whitefield,Running Shoes,Footwear,2,2999,5998,Offline
SO-200502,2025-01-25,Koramangala,Sneakers,Footwear,1,3999,3999,Offline
SO-200503,2025-07-08,Indiranagar,T-Shirt,Apparel,2,799,1598,Online
SO-200504,2025-07-19,JP Nagar,Jacket,Apparel,4,3499,13996,Offline
SO-200505,2024-07-03,Whitefield,Sneakers,Footwear,3,3999,11997,Offline
SO-200506,2024-09-14,JP Nagar,Watch,Accessories,1,5999,5999,Online
SO-200507,2024-12-20,HSR Layout,Cap,Accessories,3,499,1497,Online
SO-200508,2025-06-05,HSR Layout,Running Shoes,Footwear,4,2999,11996,Online
SO-200509,2025-02-09,Whitefield,Running Shoes,Footwear,4,2999,11996,Offline
SO-200510,2024-04-23,Whitefield,Jeans,Apparel,3,1999,5997,Online
SO-200511,2024-02-27,JP Nagar,T-Shirt,Apparel,3,799,2397,Online
SO-200512,2024-11-25,Whitefield,Cap,Accessories,6,499,2994,Online
SO-200513,2024-03-24,JP Nagar,Backpack,Accessories,1,1499,1499,Offline
SO-200514,2025-08-25,Koramangala,Running Shoes,Footwear,2,2999,5998,Online
SO-200515,2024-12-16,HSR Layout,Sneakers,Footwear,5,3999,19995,Offline
SO-200516,2025-01-09,Koramangala,Sneakers,Footwear,2,3999,7998,Online
SO-200517,2025-04-18,Koramangala,T-Shirt,Apparel,3,799,2397,Online
SO-200518,2025-06-27,JP Nagar,T-Shirt,Apparel,4,799,3196,Offline
SO-200519,2025-05-25,Indiranagar,Jeans,Apparel,4,1999,7996,Offline
SO-200520,2024-07-30,Indiranagar,Sneakers,Footwear,4,3999,15996,Online
SO-200521,2024-07-13,Whitefield,Sneakers,Footwear,1,3999,3999,Offline
SO-200522,2024-07-11,Koramangala,Sneakers,Footwear,3,3999,11997,Online
SO-200523,2025-07-27,JP Nagar,T-Shirt,Apparel,2,799,1598,Offline
SO-200524,2025-03-27,Koramangala,T-Shirt,Apparel,1,799,799,Offline
SO-200525,2025-03-11,HSR Layout,Jacket,Apparel,3,3499,10497,Offline
SO-200526,2024-06-09,JP Nagar,Sneakers,Footwear,2,3999,7998,Online
SO-200527,2025-02-11,Whitefield,Watch,Accessories,4,5999,23996,Online
SO-200528,2024-10-05,Whitefield,T-Shirt,Apparel,1,799,799,Online
SO-200529,2025-08-17,Indiranagar,Backpack,Accessories,3,1499,4497,Online
SO-200530,2024-01-13,Koramangala,Watch,Accessories,1,5999,5999,Online
SO-200531,2025-05-26,Whitefield,Jeans,Apparel,2,1999,3998,Online
SO-200532,2024-07-28,HSR Layout,Cap,Accessories,4,499,1996,Online
SO-200533,2025-08-25,JP Nagar,Jacket,Apparel,1,3499,3499,Offline
SO-200534,2025-01-29,JP Nagar,T-Shirt,Apparel,3,799,2397,Offline
SO-200535,2025-07-04,Whitefield,Backpack,Accessories,1,1499,1499,Online
SO-200536,2024-03-26,Indiranagar,Running Shoes,Footwear,1,2999,2999,Offline
SO-200537,2024-01-19,Indiranagar,Jacket,Apparel,4,3499,13996,Offline
SO-200538,2024-05-23,HSR Layout,Running Shoes,Footwear,1,2999,2999,Offline
SO-200539,2024-07-20,Indiranagar,T-Shirt,Apparel,4,799,3196,Offline
SO-200540,2024-05-28,HSR Layout,Running Shoes,Footwear,4,2999,11996,Offline
SO-200541,2024-11-25,Koramangala,Running Shoes,Footwear,3,2999,8997,Offline
SO-200542,2025-03-15,Whitefield,Cap,Accessories,3,499,1497,Online
SO-200543,2025-09-06,Koramangala,Backpack,Accessories,4,1499,5996,Offline
SO-200544,2025-03-31,Indiranagar,T-Shirt,Apparel,2,799,1598,Offline
SO-200545,2024-09-06,HSR Layout,Watch,Accessories,4,5999,23996,Offline
SO-200546,2024-07-22,Koramangala,Cap,Accessories,2,499,998,Offline
SO-200547,2025-09-28,JP Nagar,T-Shirt,Apparel,3,799,2397,Online
SO-200548,2025-03-21,Indiranagar,Jeans,Apparel,4,1999,7996,Offline
SO-200549,2024-07-29,Koramangala,Sneakers,Footwear,1,3999,3999,Offline
SO-200550,2025-04-13,Koramangala,Running Shoes,Footwear,3,2999,8997,Online
SO-200551,2024-06-10,Indiranagar,Backpack,Accessories,3,1499,4497,Offline
SO-200552,2024-02-25,Koramangala,T-Shirt,Apparel,2,799,1598,Offline
SO-200553,2024-09-29,Whitefield,Backpack,Accessories,2,1499,2998,Offline
SO-200554,2025-05-16,Koramangala,Watch,Accessories,3,5999,17997,Offline
SO-200555,2025-01-13,Koramangala,Running Shoes,Footwear,4,2999,11996,Online
SO-200556,2025-07-21,JP Nagar,Jeans,Apparel,1,1999,1999,Offline
SO-200557,2024-12-05,Koramangala,Jeans,Apparel,3,1999,5997,Offline
SO-200558,2024-02-22,Koramangala,Running Shoes,Footwear,4,2999,11996,Offline
SO-200559,2024-03-30,Indiranagar,T-Shirt,Apparel,3,799,2397,Offline
SO-200560,2024-10-29,Indiranagar,T-Shirt,Apparel,5,799,3995,Online
SO-200561,2024-06-06,Indiranagar,Sneakers,Footwear,1,3999,3999,Offline
SO-200562,2024-04-27,HSR Layout,Cap,Accessories,3,499,1497,Online
SO-200563,2024-03-06,Koramangala,Sneakers,Footwear,1,3999,3999,Offline
SO-200564,2024-12-05,Whitefield,Running Shoes,Footwear,6,2999,17994,Offline
SO-200565,2025-09-16,Whitefield,Watch,Accessories,4,5999,23996,Offline
SO-200566,2024-05-26,Whitefield,T-Shirt,Apparel,3,799,2397,Offline
SO-200567,2024-05-29,Indiranagar,Sneakers,Footwear,4,3999,15996,Online
SO-200568,2025-04-21,JP Nagar,Watch,Accessories,1,5999,5999,Offline
SO-200569,2024-08-14,Koramangala,Jacket,Apparel,4,3499,13996,Online
SO-200570,2024-10-04,HSR Layout,T-Shirt,Apparel,5,799,3995,Online
SO-200571,2025-03-22,JP Nagar,Backpack,Accessories,4,1499,5996,Offline
SO-200572,2024-04-23,Indiranagar,Jeans,Apparel,3,1999,5997,Offline
SO-200573,2024-01-13,Indiranagar,Sneakers,Footwear,1,3999,3999,Offline
SO-200574,2025-06-26,HSR Layout,Running Shoes,Footwear,3,2999,8997,Offline
SO-200575,2025-09-09,Whitefield,T-Shirt,Apparel,3,799,2397,Offline
SO-200576,2025-01-09,Indiranagar,Running Shoes,Footwear,2,2999,5998,Online
SO-200577,2025-04-11,HSR Layout,Running Shoes,Footwear,3,2999,8997,Online
SO-200578,2025-08-13,Whitefield,Sneakers,Footwear,4,3999,15996,Online
SO-200579,2024-07-05,HSR Layout,Jeans,Apparel,2,1999,3998,Online
SO-200580,2025-03-03,JP Nagar,T-Shirt,Apparel,1,799,799,Offline
SO-200581,2024-03-06,Indiranagar,Backpack,Accessories,3,1499,4497,Offline
SO-200582,2024-09-20,Koramangala,Backpack,Accessories,3,1499,4497,Offline
SO-200583,2024-04-01,Indiranagar,Sneakers,Footwear,4,3999,15996,Online
SO-200584,2024-01-14,JP Nagar,Sneakers,Footwear,3,3999,11997,Offline
SO-200585,2024-01-21,Indiranagar,Jacket,Apparel,4,3499,13996,Offline
SO-200586,2024-10-16,JP Nagar,Backpack,Accessories,3,1499,4497,Offline
SO-200587,2024-02-13,Whitefield,Sneakers,Footwear,1,3999,3999,Online
SO-200588,2025-05-09,JP Nagar,Jeans,Apparel,2,1999,3998,Offline
SO-200589,2024-02-09,Indiranagar,Running Shoes,Footwear,2,2999,5998,Online
SO-200590,2024-05-06,HSR Layout,T-Shirt,Apparel,2,799,1598,Online
SO-200591,2024-10-16,Whitefield,Cap,Accessories,1,499,499,Online
SO-200592,2024-03-07,JP Nagar,Sneakers,Footwear,2,3999,7998,Offline
SO-200593,2024-12-17,Indiranagar,T-Shirt,Apparel,2,799,1598,Online
SO-200594,2024-03-22,HSR Layout,Cap,Accessories,3,499,1497,Offline
SO-200595,2025-06-18,Whitefield,T-Shirt,Apparel,3,799,2397,Online
SO-200596,2025-01-31,Indiranagar,Jeans,Apparel,1,1999,1999,Offline
SO-200597,2025-01-21,Indiranagar,Jacket,Apparel,4,3499,13996,Offline
SO-200598,2025-04-28,Indiranagar,Sneakers,Footwear,4,3999,15996,Online
SO-200599,2025-03-26,Indiranagar,Jacket,Apparel,1,3499,3499,Offline
SO-200600,2025-05-19,JP Nagar,Running Shoes,Footwear,1,2999,2999,Offline
SO-200601,2025-08-14,Koramangala,Jeans,Apparel,2,1999,3998,Offline
SO-200602,2024-05-09,Koramangala,T-Shirt,Apparel,3,799,2397,Offline
SO-200603,2025-09-11,JP Nagar,Sneakers,Footwear,1,3999,3999,Offline
SO-200604,2025-09-21,Indiranagar,Running Shoes,Footwear,3,2999,8997,Online
SO-200605,2024-04-30,Indiranagar,Sneakers,Footwear,3,3999,11997,Offline
SO-200606,2025-06-12,Indiranagar,T-Shirt,Apparel,3,799,2397,Online
SO-200607,2024-12-31,Whitefield,Running Shoes,Footwear,4,2999,11996,Online
SO-200608,2025-05-21,JP Nagar,Sneakers,Footwear,3,3999,11997,Online
SO-200609,2024-12-17,HSR Layout,Backpack,Accessories,4,1499,5996,Offline
SO-200610,2025-07-20,Indiranagar,Sneakers,Footwear,4,3999,15996,Offline
SO-200611,2024-02-27,HSR Layout,Backpack,Accessories,3,1499,4497,Offline
SO-200612,2025-05-02,Whitefield,T-Shirt,Apparel,4,799,3196,Offline
SO-200613,2024-12-31,Indiranagar,Running Shoes,Footwear,4,2999,11996,Offline
SO-200614,2025-04-05,Whitefield,Jeans,Apparel,3,1999,5997,Offline
SO-200615,2025-06-24,Koramangala,Cap,Accessories,3,499,1497,Online
SO-200616,2024-04-05,HSR Layout,Running Shoes,Footwear,4,2999,11996,Offline
SO-200617,2025-03-05,JP Nagar,Running Shoes,Footwear,3,2999,8997,Offline
SO-200618,2024-03-03,Indiranagar,T-Shirt,Apparel,4,799,3196,Online
SO-200619,2024-09-30,Koramangala,Jeans,Apparel,1,1999,1999,Online
SO-200620,2024-04-19,Koramangala,Backpack,Accessories,1,1499,1499,Offline
SO-200621,2025-07-08,Koramangala,Backpack,Accessories,3,1499,4497,Offline
SO-200622,2024-01-13,Koramangala,Sneakers,Footwear,2,3999,7998,Offline
SO-200623,2025-01-18,JP Nagar,Cap,Accessories,4,499,1996,Offline
SO-200624,2024-04-29,Koramangala,Sneakers,Footwear,3,3999,11997,Online
SO-200625,2024-01-04,Indiranagar,Jacket,Apparel,1,3499,3499,Online
SO-200626,2025-01-04,Koramangala,Sneakers,Footwear,1,3999,3999,Online
SO-200627,2025-07-17,Koramangala,Jeans,Apparel,4,1999,7996,Offline
SO-200628,2024-09-10,Indiranagar,Backpack,Accessories,4,1499,5996,Online
SO-200629,2025-05-19,Whitefield,T-Shirt,Apparel,3,799,2397,Offline
SO-200630,2024-08-14,Indiranagar,Jacket,Apparel,1,3499,3499,Online
SO-200631,2024-04-03,HSR Layout,Cap,Accessories,1,499,499,Online
SO-200632,2024-06-06,Koramangala,Running Shoes,Footwear,2,2999,5998,Offline
SO-200633,2024-10-21,Whitefield,Sneakers,Footwear,3,3999,11997,Online
SO-200634,2024-04-30,HSR Layout,Jeans,Apparel,1,1999,1999,Offline
SO-200635,2025-02-06,HSR Layout,Cap,Accessories,1,499,499,Offline
SO-200636,2024-08-31,Indiranagar,Running Shoes,Footwear,1,2999,2999,Offline
SO-200637,2024-07-29,JP Nagar,Jeans,Apparel,1,1999,1999,Online
SO-200638,2024-04-04,JP Nagar,Backpack,Accessories,3,1499,4497,Online
SO-200639,2025-05-05,HSR Layout,Jeans,Apparel,4,1999,7996,Offline
SO-200640,2025-03-30,JP Nagar,Jacket,Apparel,3,3499,10497,Offline
SO-200641,2024-11-05,HSR Layout,T-Shirt,Apparel,4,799,3196,Online
SO-200642,2024-02-11,Indiranagar,Watch,Accessories,3,5999,17997,Online
SO-200643,2024-12-13,Whitefield,Jeans,Apparel,1,1999,1999,Offline
SO-200644,2024-02-20,JP Nagar,T-Shirt,Apparel,4,799,3196,Offline
SO-200645,2024-11-19,HSR Layout,T-Shirt,Apparel,3,799,2397,Online
SO-200646,2024-07-18,HSR Layout,T-Shirt,Apparel,3,799,2397,Offline
SO-200647,2025-08-11,Indiranagar,T-Shirt,Apparel,3,799,2397,Online
SO-200648,2024-08-03,Indiranagar,Cap,Accessories,4,499,1996,Online
SO-200649,2025-08-04,HSR Layout,Backpack,Accessories,1,1499,1499,Offline
SO-200650,2025-07-31,Koramangala,Backpack,Accessories,1,1499,1499,Online
SO-200651,2025-03-14,Whitefield,Running Shoes,Footwear,1,2999,2999,Offline
SO-200652,2025-08-02,JP Nagar,Sneakers,Footwear,2,3999,7998,Offline
SO-200653,2024-01-24,Indiranagar,Jacket,Apparel,3,3499,10497,Offline
SO-200654,2024-12-11,HSR Layout,Backpack,Accessories,4,1499,5996,Online
SO-200655,2024-12-25,HSR Layout,Watch,Accessories,5,5999,29995,Online
SO-200656,2024-12-27,JP Nagar,Backpack,Accessories,3,1499,4497,Online
SO-200657,2024-07-15,Whitefield,Sneakers,Footwear,2,3999,7998,Online
SO-200658,2024-06-15,Whitefield,Sneakers,Footwear,4,3999,15996,Online
SO-200659,2024-04-27,Whitefield,T-Shirt,Apparel,3,799,2397,Online
SO-200660,2025-06-19,Koramangala,T-Shirt,Apparel,3,799,2397,Offline
SO-200661,2025-09-10,Indiranagar,T-Shirt,Apparel,2,799,1598,Offline
SO-200662,2024-09-03,Whitefield,T-Shirt,Apparel,4,799,3196,Online
SO-200663,2024-02-26,JP Nagar,Jacket,Apparel,3,3499,10497,Offline
SO-200664,2024-10-30,Whitefield,Running Shoes,Footwear,5,2999,14995,Offline
SO-200665,2025-09-03,Koramangala,Jeans,Apparel,1,1999,1999,Online
SO-200666,2024-02-21,Koramangala,Running Shoes,Footwear,1,2999,2999,Offline
SO-200667,2024-08-28,Koramangala,Jacket,Apparel,2,3499,6998,Online
SO-200668,2025-01-12,Koramangala,T-Shirt,Apparel,2,799,1598,Offline
SO-200669,2025-05-26,Koramangala,Running Shoes,Footwear,4,2999,11996,Online
SO-200670,2025-05-10,JP Nagar,Jeans,Apparel,2,1999,3998,Online
SO-200671,2025-03-30,Koramangala,Jeans,Apparel,4,1999,7996,Online
